REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,30% to less than 100%,1.1.8.2.4,107921,,74880,,73099,,1542,,32450,,1489,,30810,,260,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval lower bound of number of private households,Not applicable,1.1.8.2.5,459,,255,,139,,100,,152,,0,...,143,,12,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,1.1.8.3.1,983691,,734377,,549847,,185518,,234750,,18790,,216409,,16304,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,1.1.8.3.2,867973,,654176,,471742,,183397,,199568,,17062,,182952,,15969,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,1.1.8.3.3,115987,,80573,,78684,,2137,,35450,,1895,,33726,,357,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,30% to less than 100%,1.1.8.3.4,109979,,76509,,74831,,1930,,33509,,1795,,31889,,301,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Other census family households,Confidence interval upper bound of number of private households,Not applicable,1.1.8.3.5,623,,377,,221,,182,,276,,0,...,266,,33,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Number of private households,Total - Shelter-cost-to-income ratio,1.1.9.1.1,5045615,,2395205,,1166965,,1228235,,2633505,,361455,,2272050,,16905,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending less than 30% of income on shelter costs,1.1.9.1.2,3262320,,1748970,,692745,,1056215,,1498955,,230930,,1268025,,14405,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Number of private households,Spending 30% or more of income on shelter costs,1.1.9.1.3,1741800,,631980,,467160,,164820,,1107665,,128420,,979250,,2155,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Number of private households,30% to less than 100%,1.1.9.1.4,1517190,,539605,,399030,,140565,,976245,,118390,,857845,,1345,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Number of private households,Not applicable,1.1.9.1.5,41490,,14255,,7055,,7200,,26890,,2100,,24785,,350,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,1.1.9.2.1,5043853,,2391379,,1163934,,1224767,,2630472,,359252,,2269587,,16743,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,1.1.9.2.2,3258340,,1744677,,690183,,1053134,,1496015,,229124,,1265705,,14273,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,1.1.9.2.3,1738564,,629317,,464904,,163239,,1104847,,127133,,976748,,2085,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,1.1.9.2.4,1514209,,537045,,396867,,139116,,973641,,117063,,855526,,1295,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Not applicable,1.1.9.2.5,40723,,13794,,6698,,6833,,26386,,1953,,24251,,321,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,1.1.9.3.1,5047377,,2399037,,1170004,,1231713,,2636542,,363672,,2274516,,17069,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,1.1.9.3.2,3266305,,1753273,,695316,,1059305,,1501901,,232750,,1270349,,14538,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,1.1.9.3.3,1745042,,634654,,469426,,166416,,1110490,,129720,,981759,,2227,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,1.1.9.3.4,1520177,,542178,,401205,,142029,,978856,,119732,,860170,,1397,
2021,Canada,2021A000011124,Total - Residence on or off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Not applicable,1.1.9.3.5,42271,,14731,,7431,,7587,,27404,,2258,,25331,,382,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Number of private households,Total - Shelter-cost-to-income ratio,1.2.1.1.1,118920,,39250,,12250,,26995,,11125,,2110,,9015,,68545,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Number of private households,Spending less than 30% of income on shelter costs,1.2.1.1.2,108310,,35955,,10105,,25850,,8335,,1815,,6520,,64020,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Number of private households,Spending 30% or more of income on shelter costs,1.2.1.1.3,9910,,3145,,2125,,1015,,2730,,285,,2445,,4040,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Number of private households,30% to less than 100%,1.2.1.1.4,7550,,2435,,1780,,655,,2280,,200,,2070,,2835,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Number of private households,Not applicable,1.2.1.1.5,700,,150,,20,,130,,65,,10,,55,,485,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,1.2.1.2.1,118808,,39016,,12008,,26681,,10943,,2040,,8844,,68311,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,1.2.1.2.2,108096,,35722,,9873,,25526,,8154,,1755,,6359,,63806,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,1.2.1.2.3,9688,,3015,,2026,,937,,2650,,256,,2365,,3939,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,30% to less than 100%,1.2.1.2.4,7369,,2316,,1671,,587,,2200,,172,,2000,,2735,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Not applicable,1.2.1.2.5,651,,131,,12,,111,,56,,4,,46,,455,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,1.2.1.3.1,119032,,39485,,12497,,27313,,11310,,2183,,9190,,68780,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,1.2.1.3.2,108524,,36190,,10342,,26178,,8520,,1877,,6685,,64234,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,1.2.1.3.3,10137,,3280,,2229,,1100,,2813,,317,,2528,,4143,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,30% to less than 100%,1.2.1.3.4,7736,,2560,,1896,,730,,2363,,233,,2143,,2939,
2021,Canada,2021A000011124,On reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Not applicable,1.2.1.3.5,753,,172,,33,,152,,76,,27,,66,,517,
2021,Canada,2021A000011124,On reserve,Census-family households,Number of private households,Total - Shelter-cost-to-income ratio,1.2.2.1.1,86495,,27450,,9230,,18220,,7115,,1435,,5685,,51930,
2021,Canada,2021A000011124,On reserve,Census-family households,Number of private households,Spending less than 30% of income on shelter costs,1.2.2.1.2,81865,,26065,,8185,,17870,,5935,,1335,,4600,,49875,
2021,Canada,2021A000011124,On reserve,Census-family households,Number of private households,Spending 30% or more of income on shelter costs,1.2.2.1.3,4445,,1350,,1040,,315,,1175,,100,,1075,,1920,
2021,Canada,2021A000011124,On reserve,Census-family households,Number of private households,30% to less than 100%,1.2.2.1.4,3650,,1100,,875,,225,,1035,,80,,955,,1520,
2021,Canada,2021A000011124,On reserve,Census-family households,Number of private households,Not applicable,1.2.2.1.5,185,,35,,0,,30,,10,,0,,10,,140,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,1.2.2.2.1,86292,,27227,,8999,,17957,,6964,,1375,,5544,,51727,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,1.2.2.2.2,81601,,25842,,7984,,17597,,5794,,1285,,4479,,49651,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,1.2.2.2.3,4295,,1261,,962,,286,,1106,,82,,1006,,1830,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,1.2.2.2.4,3510,,1012,,797,,196,,966,,70,,877,,1441,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval lower bound of number of private households,Not applicable,1.2.2.2.5,175,,26,,0,...,21,,4,,0,...,4,,121,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,1.2.2.3.1,86699,,27675,,9467,,18487,,7269,,1497,,5829,,52134,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,1.2.2.3.2,82130,,26290,,8391,,18147,,6079,,1387,,4724,,50100,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,1.2.2.3.3,4600,,1445,,1125,,347,,1248,,123,,1149,,2014,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,1.2.2.3.4,3795,,1196,,960,,258,,1109,,91,,1040,,1604,
2021,Canada,2021A000011124,On reserve,Census-family households,Confidence interval upper bound of number of private households,Not applicable,1.2.2.3.5,195,,47,,0,...,42,,27,,0,...,27,,162,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Number of private households,Total - Shelter-cost-to-income ratio,1.2.3.1.1,64400,,22915,,7965,,14950,,5665,,1005,,4670,,35815,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Number of private households,Spending less than 30% of income on shelter costs,1.2.3.1.2,60315,,21620,,6985,,14635,,4590,,910,,3685,,34105,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Number of private households,Spending 30% or more of income on shelter costs,1.2.3.1.3,3925,,1260,,980,,285,,1070,,95,,975,,1595,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Number of private households,30% to less than 100%,1.2.3.1.4,3200,,1030,,835,,195,,935,,75,,860,,1240,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Number of private households,Not applicable,1.2.3.1.5,160,,35,,0,,30,,0,,0,,0,,120,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,1.2.3.2.1,64095,,22692,,7754,,14698,,5534,,955,,4539,,35571,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,1.2.3.2.2,60000,,21417,,6784,,14383,,4459,,870,,3575,,33861,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,1.2.3.2.3,3785,,1172,,902,,247,,1001,,77,,906,,1516,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,30% to less than 100%,1.2.3.2.4,3080,,942,,748,,167,,866,,57,,792,,1171,
2021,Canada,2021A000011124,On reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Not applicable,1.2.3.2.5,141,,26,,0,...,21,,0,...,0,...,0,...,101,
